,Open,High,Low,10dRSI,MA5,MA20,Bias%,Close
156,1.229997,1.232894,1.227099,60.09669951281838,1.2248408000000002,1.2140961000000001,0.2988306725249429,1.228501
157,1.228396,1.238804,1.227807,65.74736658472017,1.2285818,1.2157364000000002,0.6935801914044403,1.237103
158,1.236996,1.240295,1.234294,67.18320729575827,1.2332398000000002,1.217166,0.5072168446071715,1.239495
159,1.239695,1.242406,1.237394,68.64951745798446,1.2353986000000001,1.21918565,0.5260164614076707,1.241897
160,1.241203,1.243595,1.238697,67.1315645822125,1.2375598,1.2209158,0.2620641038921918,1.240803
161,1.240402,1.241203,1.230406,57.455553915056726,1.2385204,1.2217508000000001,-0.42117998217874497,1.233304
162,1.233304,1.242005,1.232499,61.70281432387995,1.2387992,1.22364085,-0.024394591149246886,1.238497
163,1.238497,1.239203,1.233502,58.11296277215089,1.2380212,1.2252512,-0.19516628632852723,1.235605
164,1.235804,1.245997,1.233304,65.75846410737566,1.2387606,1.2268056,0.5516320102528366,1.245594
165,1.245501,1.246401,1.240495,63.69452539904309,1.2393996,1.2283752000000001,0.37101835437093017,1.243998
166,1.243797,1.245594,1.230996,51.71331088481268,1.2394178,1.2294352,-0.48593783306968763,1.233395
167,1.233502,1.234903,1.221493,45.36986916861753,1.2369788,1.23032005,-0.8631352453251366,1.226302
168,1.226106,1.228999,1.2239,44.761766689721284,1.2349768,1.2307296,-0.759674189830943,1.225595
169,1.225806,1.226693,1.209204,33.480640120548394,1.2277778,1.2301945,-1.480626217545213,1.209599
170,1.2108,1.217004,1.209307,38.14046249600075,1.2217585999999998,1.22995485,-0.643056656200314,1.213902
171,1.214196,1.219007,1.204007,33.585316259791824,1.2163604,1.2297848500000002,-0.8185402944719234,1.206404
172,1.206302,1.207904,1.200999,32.433833000900606,1.2119796,1.22908485,-0.6255550836004142,1.204398
173,1.204602,1.209497,1.199803,32.07205020068581,1.2076214,1.2284648,-0.31610900568671363,1.203804
174,1.203804,1.211607,1.200495,30.66506414865429,1.2060226,1.2269899,-0.3662949599783637,1.201605
175,1.204195,1.209395,1.201995,31.56462526220942,1.2036818,1.22559995,-0.12327178162866,1.202198
176,1.202198,1.207802,1.200206,36.360520269325704,1.2034606,1.2244398,0.15267637345168408,1.205298
177,1.205298,1.206593,1.197504,37.457045501638426,1.2037802000000002,1.22288445,0.18407014835431573,1.205996
178,1.205894,1.207496,1.202993,36.65377907715406,1.2040588,1.2211695500000002,0.09453026712648735,1.205197
179,1.205705,1.2308,1.204906,64.07992914332786,1.2098978,1.2206147,1.7276004634440918,1.2308
180,1.226994,1.229105,1.2251,60.12059578223802,1.2149172,1.2199393,1.018818401780805,1.227295
181,1.227807,1.231997,1.222404,56.064097980866215,1.2185777999999998,1.21945415,0.4122182432668737,1.223601
182,1.223795,1.2248,1.219899,54.50870632688679,1.2218176,1.21863905,0.030888407565897003,1.222195
183,1.222195,1.229105,1.221896,56.147942223881955,1.2255581999999998,1.2180538,-0.1353016119511772,1.2239
184,1.224005,1.2379,1.218502,66.81764068148257,1.2269168000000001,1.21765375,0.8701649533203719,1.237593
185,1.238099,1.238099,1.232499,64.65028986925059,1.2286367999999999,1.2172486,0.5907522874131805,1.235895
186,1.235804,1.2379,1.231694,62.80013565695436,1.230818,1.2173042,0.29971937361982465,1.234507
187,1.234797,1.236507,1.229302,62.084720410113604,1.2331797999999998,1.2176893,0.06683534712458596,1.234004
188,1.234096,1.2379,1.233593,64.90299903639163,1.2358388000000002,1.2182693,0.10973923136252134,1.237195
189,1.237302,1.238497,1.228501,57.46624868319504,1.2347591999999998,1.2193991,-0.20766802142473656,1.232195
190,1.2308,1.2318,1.213401,40.10933358748837,1.2306202000000002,1.2194639999999999,-1.253042977841588,1.2152
191,1.215096,1.216693,1.206695,35.235974261622985,1.225358,1.2195536,-1.400570282317486,1.208196
192,1.208094,1.211299,1.205705,35.74254623872839,1.2202782,1.21976395,-0.9566015356170552,1.208605
193,1.208401,1.211402,1.205604,37.472457600182324,1.2148206,1.2200691,-0.4044712445607073,1.209907
194,1.209907,1.213695,1.200898,31.708634272562097,1.2087806,1.2200886,-0.5613591085098626,1.201995
195,1.201706,1.206695,1.199199,35.748747170103215,1.2067218,1.220224,-0.15047378774460884,1.204906
196,1.204906,1.219393,1.204703,50.24102849639619,1.2086434000000001,1.2208493,0.7579241321302844,1.217804
197,1.2177,1.222105,1.2152,51.377588568171795,1.2107237999999998,1.22149985,0.6841527357437063,1.219007
198,1.2192,1.220107,1.214506,49.59169593958434,1.2122024000000002,1.222105,0.4205238333136292,1.2173
199,1.217493,1.218294,1.204602,39.1428859471212,1.2129038,1.2208401,-0.6102544983369673,1.205502
200,1.206302,1.208299,1.205197,40.43244575680464,1.2132412000000001,1.2198049999999998,-0.5479701810324363,1.206593
201,1.206797,1.211299,1.205705,44.40825626034389,1.2116618000000001,1.2191203,-0.14482589118515218,1.209907
202,1.209907,1.219393,1.203297,53.72415391920464,1.211641,1.2189557,0.5993524484562756,1.218903
203,1.219096,1.2245,1.216293,58.29636564473519,1.213021,1.2189707,0.9215833856132788,1.2242
204,1.224395,1.230603,1.220599,60.81018110397272,1.2173796,1.2184558,0.8144871164261444,1.227295
205,1.228305,1.228894,1.222703,59.66366743519889,1.2213424,1.2179814,0.41467486922586866,1.226407
206,1.226497,1.229498,1.223002,59.09763205456747,1.2245612,1.2175561,0.11757681037093051,1.226001
207,1.226106,1.226302,1.213902,46.629057981417084,1.223921,1.216641,-0.6715302703360737,1.215702
208,1.215702,1.219795,1.212503,50.36314842583095,1.2228824,1.2157316000000002,-0.3169070059394169,1.219007
209,1.218903,1.222404,1.216293,49.43067407970504,1.2210644,1.2150321,-0.23417274305924868,1.218205
210,1.217493,1.218205,1.2129,48.435490142139024,1.2192638,1.2151423000000001,-0.15253466887150083,1.217404
211,1.217196,1.234507,1.217196,64.00626266895789,1.2206424,1.2163772,1.003701002029744,1.232894
212,1.232894,1.233198,1.223301,56.42719888166477,1.2228406,1.2172816000000002,0.31503697211230786,1.226693
213,1.226603,1.233395,1.226001,56.89545331202931,1.2244802,1.2181465,0.22252707720387752,1.227205
214,1.227205,1.235697,1.2248,57.28495697870207,1.2263584,1.21942655,0.10091666514453188,1.227596
215,1.228607,1.231497,1.225295,60.53212977726867,1.2290375999999998,1.22072125,0.14339675206031557,1.2308
216,1.230693,1.234903,1.228501,61.84382214388242,1.2288796,1.22143625,0.26238534678255926,1.232104
217,1.231906,1.234202,1.229997,63.493762193223716,1.230281,1.2221709,0.2779039910394504,1.2337
218,1.233806,1.2444,1.232104,71.74069411059577,1.2335188000000001,1.2234756,0.8005715032474553,1.243394
219,1.243503,1.243797,1.238896,68.38017608845249,1.2362988,1.2252753,0.4203838101274557,1.241496
220,1.240202,1.240202,1.226407,50.92755878811689,1.2359386,1.2263955999999998,-0.5614842031796852,1.228999
221,1.229105,1.233106,1.226798,53.66552031871835,1.2358384,1.2274804,-0.3427147109201333,1.231603
222,1.231603,1.232407,1.226001,49.52799816439224,1.2347172,1.2279399500000001,-0.5364143303421982,1.228094
223,1.228199,1.2313,1.227702,51.66610356561634,1.2320195999999999,1.22822525,-0.17155571226301417,1.229906
224,1.230194,1.243503,1.228894,62.481238794640745,1.231921,1.22891065,0.7372225978776265,1.241003
225,1.241203,1.241604,1.237394,59.04446917432319,1.2338022,1.22951055,0.3730581773966701,1.238405
226,1.238405,1.238697,1.229302,51.4222766661174,1.2339023999999998,1.2298157,-0.14574896685505725,1.232104
227,1.232104,1.235193,1.223496,54.332074926876594,1.2352642,1.2307757499999998,-0.029240708182099864,1.234903
228,1.234797,1.241604,1.232696,58.29210010863529,1.2370622,1.2317702,0.14823830200292246,1.238896
229,1.239096,1.25,1.238206,65.73217598778794,1.2384404,1.2332546500000001,0.7633471905470834,1.247894
230,1.248299,1.2534,1.246494,66.48014249824573,1.2405408000000002,1.2348298,0.6743994232192739,1.248907
231,1.248798,1.252693,1.245501,68.71723539979851,1.2444988000000001,1.2357798,0.5942311876877611,1.251894
232,1.251204,1.262993,1.250094,72.77226883819743,1.2490967999999998,1.2373398,0.7042048302421513,1.257893
233,1.258004,1.265006,1.257498,75.21876220642379,1.2537186,1.2390798,0.6609457656606536,1.262005
234,1.2621,1.269406,1.260398,78.86032411596561,1.2579598,1.241155,0.8855767887018188,1.2691
235,1.272993,1.283005,1.272799,83.43455394203566,1.2643982,1.2436699500000001,1.3208497133260677,1.281099
236,1.281,1.284307,1.273399,76.39897788044802,1.26932,1.2458898999999999,0.5658935493019837,1.276503
237,1.276503,1.280902,1.269906,68.19277361929416,1.2718614000000001,1.2477349,-0.09917747326872173,1.2706
239,1.270793,1.279803,1.266207,72.90315110138006,1.2753,1.2495251,0.3056535717086142,1.279198
240,1.282808,1.282808,1.272103,67.00686899207633,1.2764,1.2511803000000001,-0.1410216233155769,1.2746
241,1.274697,1.275006,1.267106,63.77367407551758,1.2745814,1.25333065,-0.20205849544015042,1.272006
242,1.271892,1.283203,1.266592,70.22789354965415,1.2757798,1.25587525,0.5263604267758372,1.282495
243,1.282199,1.289407,1.279705,72.70329929397224,1.2791198,1.25883555,0.639517893476451,1.2873
244,1.2873,1.297993,1.278494,76.88036355996192,1.2826195999999999,1.2621750999999999,1.0975506689590686,1.296697
245,1.296395,1.298802,1.291005,69.47499296792897,1.2858608,1.26466525,0.3845828413153175,1.290806
246,1.291005,1.293795,1.288793,68.35850996482486,1.289441,1.26724035,0.03613969154074172,1.289907
247,1.290006,1.298398,1.286207,66.61982750711788,1.2906606,1.2700648,-0.1601970339839883,1.288593
248,1.288394,1.292107,1.286306,68.26605978502717,1.2914016,1.2728699,-0.03071081838523115,1.291005
249,1.290806,1.298904,1.288593,72.07007064307028,1.2914622,1.2757751000000002,0.42880078100620567,1.297
250,1.299005,1.2999,1.292207,67.56104856832124,1.2921002,1.2780802,0.14672236719721915,1.293996
251,1.293695,1.299207,1.292307,69.13048881486044,1.2933573999999999,1.2804445,0.2192433429460449,1.296193
252,1.296092,1.304904,1.295505,73.97354632106638,1.2963984,1.2830397,0.5707813277153121,1.303798
253,1.303798,1.307292,1.294398,61.44314038564435,1.2971776,1.2848901,-0.17550410984585696,1.294901
254,1.2948,1.306404,1.294197,67.60932891499957,1.2985576,1.28698485,0.41141032172927633,1.3039
255,1.302592,1.305193,1.301693,67.67443546362796,1.3005588,1.28872995,0.2647477376647793,1.304002
256,1.304206,1.310307,1.297993,71.26345714816345,1.3032614,1.2901603,0.49449788047125637,1.309706
257,1.309998,1.319105,1.308695,75.5449342506025,1.306062,1.2922252,0.8988087854940994,1.317801
258,1.318096,1.328304,1.316708,78.9840535700904,1.3122424000000001,1.29498535,1.033391391712379,1.325803
259,1.325697,1.332907,1.319906,80.40050388057915,1.3173632000000002,1.2975006500000001,0.9215985386566012,1.329504
260,1.327193,1.3303,1.323399,75.80213444416084,1.321864,1.3000959499999998,0.35117077097190297,1.326506
261,1.326295,1.332907,1.323907,77.38365788062718,1.3258838000000002,1.3029859,0.29574235690938644,1.329805
262,1.329805,1.335702,1.328392,79.54170082302572,1.329243,1.3055910000000002,0.4027856456644933,1.334597
263,1.334793,1.337793,1.324802,66.95712506035927,1.3293028,1.3075310999999998,-0.24078787767543366,1.326102
264,1.326295,1.346602,1.325908,76.7993267832338,1.3327224,1.31002635,1.041447191102971,1.346602
265,1.345008,1.345696,1.339208,69.00248389927813,1.3353418000000001,1.3124662,0.31910930969134377,1.339603
266,1.339495,1.347001,1.339405,70.65318797633348,1.3379994,1.3151255000000002,0.38068776413503197,1.343093
267,1.343292,1.343292,1.321999,61.6761700944383,1.3379816000000002,1.31742125,-0.25961493042955053,1.334508
268,1.334597,1.335898,1.325803,57.778715558329495,1.3388424,1.3193913,-0.6301264435605057,1.330406
269,1.330194,1.330406,1.314994,50.20892711649269,1.3338416,1.3206212,-0.9179200888621191,1.321598
270,1.322297,1.332694,1.322104,57.51365458823492,1.3323212000000002,1.32252145,-0.02403324363525963,1.332001
271,1.332108,1.3328,1.326401,56.53999998418574,1.3298830000000001,1.3242569,0.0766232818977219,1.330902
272,1.330796,1.343797,1.326506,62.61327745802109,1.33106,1.3260866500000001,0.701170495695163,1.340393
273,1.340195,1.343003,1.321301,50.08297104146562,1.3299988,1.3275966000000001,-0.3683311593965417,1.3251
274,1.325399,1.332001,1.323206,54.20585366989334,1.3319375999999998,1.3289662000000002,-0.048470739169756374,1.331292
275,1.331097,1.340896,1.330106,59.01442045094507,1.3333789999999999,1.3307265000000001,0.4371600272690724,1.339208
276,1.339405,1.341004,1.335791,57.071354466739685,1.3345782,1.3320861,0.17382271042640912,1.336898
277,1.336898,1.340303,1.334793,58.51796711900592,1.3343196,1.3331510500000001,0.35826499138587325,1.3391
278,1.3391,1.351808,1.338401,65.59879040693372,1.3395405999999999,1.33442115,0.8707761451948625,1.351205
279,1.351406,1.354793,1.349,66.94434503663311,1.3440428,1.3356360999999999,0.7261822316967963,1.353803
280,1.352795,1.364201,1.351899,71.09958346458298,1.3486808,1.3374307,1.0170827671010143,1.362398
281,1.362194,1.364592,1.359398,67.79453572370272,1.3531808,1.3389103500000001,0.459450799183674,1.359398
282,1.359508,1.364498,1.356392,68.49638140813522,1.3574992000000001,1.3402151,0.23519719201306966,1.360692
